ncore,mem,mflops,dur,SP,f,ncore_dur
1.0 , 6291460.0 , 9067.29 , 1.44555 , 1.0 , 1.0 , 0.691778215904
2.0 , 6291460.0 , 15821.3 , 0.82845 , 1.74488502625 , 0.853792674069 , 2.41414690084
4.0 , 6291460.0 , 28188.1 , 0.464991 , 3.10876984716 , 0.904439140811 , 8.60231703409
8.0 , 6291460.0 , 49476.6 , 0.264917 , 5.45661471329 , 0.933412789003 , 30.1981375299
12.0 , 6291460.0 , 62844.4 , 0.208566 , 6.93089957136 , 0.933511183224 , 57.535744081
16.0 , 6291460.0 , 74118.7 , 0.176841 , 8.17429216075 , 0.936176265089 , 90.4767559559
20.0 , 6291460.0 , 81708.6 , 0.160414 , 9.01137057863 , 0.935820093973 , 124.677397235
24.0 , 6291460.0 , 88559.5 , 0.148005 , 9.7668997669 , 0.936640033205 , 162.156683896
