-0.996124	-0.996124	20
-0.996124	-0.988372	20
-0.996124	-0.98062	20
-0.996124	-0.972868	20
-0.996124	-0.965116	20
-0.996124	-0.957364	20
-0.996124	-0.949612	20
-0.996124	-0.94186	20
-0.996124	-0.934109	20
-0.996124	-0.926357	20
-0.996124	-0.918605	20
-0.996124	-0.910853	20
-0.996124	-0.903101	20
-0.996124	-0.895349	20
-0.996124	-0.887597	20
-0.996124	-0.879845	20
-0.996124	-0.872093	20
-0.996124	-0.864341	20
-0.996124	-0.856589	20
-0.996124	-0.848837	20
-0.996124	-0.841085	20
-0.996124	-0.833333	20
-0.996124	-0.825581	20
-0.996124	-0.817829	20
-0.996124	-0.810078	20
-0.996124	-0.802326	20
-0.996124	-0.794574	20
-0.996124	-0.786822	20
-0.996124	-0.77907	20
-0.996124	-0.771318	20
-0.996124	-0.763566	20
-0.996124	-0.755814	20
-0.996124	-0.748062	20
-0.996124	-0.74031	20
-0.996124	-0.732558	20
-0.996124	-0.724806	20
-0.996124	-0.717054	20
-0.996124	-0.709302	20
-0.996124	-0.70155	20
-0.996124	-0.693798	20
-0.996124	-0.686047	20
-0.996124	-0.678295	20
-0.996124	-0.670543	20
-0.996124	-0.662791	20
-0.996124	-0.655039	20
-0.996124	-0.647287	20
-0.996124	-0.639535	20
-0.996124	-0.631783	20
-0.996124	-0.624031	20
-0.996124	-0.616279	20
-0.996124	-0.608527	20
-0.996124	-0.600775	20
-0.996124	-0.593023	20
-0.996124	-0.585271	20
-0.996124	-0.577519	20
-0.996124	-0.569767	20
-0.996124	-0.562016	20
-0.996124	-0.554264	20
-0.996124	-0.546512	20
-0.996124	-0.53876	20
-0.996124	-0.531008	20
-0.996124	-0.523256	20
-0.996124	-0.515504	20
-0.996124	-0.507752	20
-0.996124	-0.5	20
-0.996124	-0.492248	20
-0.996124	-0.484496	20
-0.996124	-0.476744	20
-0.996124	-0.468992	20
-0.996124	-0.46124	20
-0.996124	-0.453488	20
-0.996124	-0.445736	20
-0.996124	-0.437984	20
-0.996124	-0.430233	20
-0.996124	-0.422481	20
-0.996124	-0.414729	20
-0.996124	-0.406977	20
-0.996124	-0.399225	20
-0.996124	-0.391473	20
-0.996124	-0.383721	20
-0.996124	-0.375969	20
-0.996124	-0.368217	20
